710000803,203300,"Goblin Guard",58,1,1,11681,1095,0,300,60,10,10,0,0,1,0,0,0,0,30,0,78,78,78,78,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000804,202500,"Cave Bat",58,1,1,18803,0,931,36,49,10,10,0,0,1,0,0,0,0,30,0,78,78,78,78,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000805,200700,"Wood Soul",58,1,1,13273,0,1214,38,37,10,10,0,0,1,0,0,0,0,30,0,78,78,78,78,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000901,605201,"Lima's Shadow",59,1,1,26533,1366,0,60,32,10,10,0,0,1,0,0,0,0,30,0,79,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000902,600101,"Hiyori's Shadow",59,1,1,16583,1654,0,44,30,10,10,0,0,1,0,0,0,0,30,0,79,79,79,79,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000903,202700,"Hermit Knight",59,1,1,19390,1500,0,68,54,10,10,0,0,1,0,0,0,0,30,0,79,79,79,79,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000904,202200,Rabbicorn,59,1,1,21517,0,1150,37,50,10,10,0,0,1,0,0,0,0,30,0,79,79,79,79,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710000905,200800,Biggle,59,1,1,17194,1142,0,53,38,10,10,0,0,1,0,0,0,0,30,0,79,79,79,79,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001001,302200,"Ikt Galadion",65,1,1,144200,2700,2700,100,100,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,300000008,0,0
710001002,204800,"Ruins Doll",65,1,1,28840,1200,1200,70,70,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001101,600301,"Rei's Shadow",61,1,1,23175,1797,0,50,31,10,10,0,0,1,0,0,0,0,30,0,81,81,81,81,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001102,600401,"Misogi's Shadow",61,1,1,23175,1719,0,48,33,10,10,0,0,1,0,0,0,0,30,0,81,81,81,81,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001103,200500,"Wild Horn",61,1,1,27361,1406,0,48,38,10,10,0,0,1,0,0,0,0,30,0,81,81,81,81,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001104,203900,"Evil Cannon",61,1,1,13878,1222,0,39,38,10,10,0,0,1,0,0,0,0,30,0,81,81,81,81,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001105,201100,Kobold,61,1,1,15709,1074,0,43,38,10,10,0,0,1,0,0,0,0,30,0,81,81,81,81,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001201,604001,"Aoi's Shadow",62,1,1,15450,1719,0,46,29,10,10,0,0,1,0,0,0,0,30,0,82,82,82,82,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001202,602501,"Suzume's Shadow",62,1,1,16417,0,1645,27,50,10,10,0,0,1,0,0,0,0,30,0,82,82,82,82,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001203,202902,"Grass Lizard",62,1,1,21527,1342,0,59,57,10,10,0,0,1,0,0,0,0,30,0,82,82,82,82,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001204,201900,"Sludge Salamander",62,1,1,20857,1298,0,43,47,10,10,0,0,1,0,0,0,0,30,0,82,82,82,82,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001205,202400,"Cave Ape",62,1,1,24967,1635,0,60,33,10,10,0,0,1,0,0,0,0,30,0,82,82,82,82,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001301,602101,"Kurumi's Shadow",63,1,1,25029,1857,0,54,33,10,10,0,0,1,0,0,0,0,30,0,83,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001302,605001,"Misaki's Shadow",63,1,1,18772,0,1635,33,54,10,10,0,0,1,0,0,0,0,30,0,83,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001303,202700,"Hermit Knight",63,1,1,22619,1475,0,85,64,10,10,0,0,1,0,0,0,0,30,0,83,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001304,200700,"Wood Soul",63,1,1,17879,0,1332,43,43,10,10,0,0,1,0,0,0,0,30,0,83,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001305,201900,"Sludge Salamander",63,1,1,21633,1175,0,50,58,10,10,0,0,1,0,0,0,0,30,0,83,83,83,83,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001401,600101,"Hiyori's Shadow",64,1,1,20858,1941,0,52,35,10,10,0,0,1,0,0,0,0,30,0,84,84,84,84,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001402,602201,"Yori's Shadow",64,1,1,18772,0,1706,33,54,10,10,0,0,1,0,0,0,0,30,0,84,84,84,84,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001403,202901,"Rock Lizard",64,1,1,21433,1456,0,58,43,10,10,0,0,1,0,0,0,0,30,0,84,84,84,84,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001404,202400,"Cave Ape",64,1,1,25362,1642,0,61,35,10,10,0,0,1,0,0,0,0,30,0,84,84,84,84,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001405,200100,"Monkey King",64,1,1,16250,887,0,53,43,10,10,0,0,1,0,0,0,0,30,0,84,84,84,84,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001501,600301,"Rei's Shadow",65,1,1,27810,2157,0,60,37,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001502,600201,"Yui's Shadow",65,1,1,19699,0,2053,32,60,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001503,200400,Werewolf,65,1,1,32123,1710,0,41,36,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001504,204000,Mini-Gryphon,65,1,1,20798,1370,0,56,41,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001505,200701,"Cursed Statue",65,1,1,15954,0,989,66,56,10,10,0,0,1,0,0,0,0,30,0,85,85,85,85,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001601,603401,"Yukari's Shadow",66,1,1,22017,1875,0,57,39,10,10,0,0,1,0,0,0,0,30,0,86,86,86,86,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001602,605201,"Lima's Shadow",66,1,1,37080,1782,0,78,41,10,10,0,0,1,0,0,0,0,30,0,86,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001603,202400,"Cave Ape",66,1,1,25980,1530,0,66,36,10,10,0,0,1,0,0,0,0,30,0,86,86,86,86,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001604,201600,Dryad,66,1,1,19236,0,1134,62,63,10,10,0,0,1,0,0,0,0,30,0,86,86,86,86,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001605,203300,"Goblin Guard",66,1,1,19735,1554,0,300,61,10,10,0,0,1,0,0,0,0,30,0,86,86,86,86,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001701,600601,"Akari's Shadow",67,1,1,25029,0,2369,44,71,10,10,0,0,1,0,0,0,0,30,0,87,87,87,87,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001702,602201,"Yori's Shadow",67,1,1,25029,0,2274,44,71,10,10,0,0,1,0,0,0,0,30,0,87,87,87,87,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001703,200701,"Cursed Statue",67,1,1,23475,0,1418,86,71,10,10,0,0,1,0,0,0,0,30,0,87,87,87,87,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001704,202700,"Hermit Knight",67,1,1,29380,1635,0,87,71,10,10,0,0,1,0,0,0,0,30,0,87,87,87,87,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001705,203800,Orc,67,1,1,36965,1719,0,57,41,10,10,0,0,1,0,0,0,0,30,0,87,87,87,87,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001801,600701,"Miyako's Shadow",68,1,1,41715,2138,0,82,50,10,10,0,0,1,0,0,0,0,30,0,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001802,600201,"Yui's Shadow",68,1,1,23639,0,2464,39,71,10,10,0,0,1,0,0,0,0,30,0,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001803,203800,Orc,68,1,1,36965,1719,0,57,41,10,10,0,0,1,0,0,0,0,30,0,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001804,201400,"Elder Cloud",68,1,1,26719,0,2304,67,46,10,10,0,0,1,0,0,0,0,30,0,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001805,200800,Biggle,68,1,1,26938,1372,0,67,61,10,10,0,0,1,0,0,0,0,30,0,88,88,88,88,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001901,602001,"Mimi's Shadow",69,1,1,40788,3025,0,87,54,10,10,0,0,1,0,0,0,0,30,0,89,89,89,89,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001902,600401,"Misogi's Shadow",69,1,1,40788,3025,0,84,57,10,10,0,0,1,0,0,0,0,30,0,89,89,89,89,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001903,201900,"Sludge Salamander",69,1,1,26071,1359,0,67,71,10,10,0,0,1,0,0,0,0,30,0,89,89,89,89,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001904,203801,"High Orc",69,1,1,35783,1785,0,59,42,10,10,0,0,1,0,0,0,0,30,0,89,89,89,89,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710001905,202500,"Cave Bat",69,1,1,20174,0,1203,43,58,10,10,0,0,1,0,0,0,0,30,0,89,89,89,89,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002001,302200,"Ikt Galadion",75,1,1,185400,3600,2900,140,140,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,300000008,0,0
710002002,204800,"Ruins Doll",75,1,1,35170,1500,1500,80,80,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002101,600801,"Yuki's Shadow",71,1,1,36009,0,2906,56,91,10,10,0,0,1,0,0,0,0,30,0,91,91,91,91,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002102,605001,"Misaki's Shadow",71,1,1,34114,0,2785,56,91,10,10,0,0,1,0,0,0,0,30,0,91,91,91,91,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002103,202900,Poidon,71,1,1,30872,1736,0,90,82,10,10,0,0,1,0,0,0,0,30,0,91,91,91,91,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002104,200400,Werewolf,71,1,1,38431,1926,0,81,66,10,10,0,0,1,0,0,0,0,30,0,91,91,91,91,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002105,201600,Dryad,71,1,1,29240,0,1379,72,82,10,10,0,0,1,0,0,0,0,30,0,91,91,91,91,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002201,603801,"Shiori's Shadow",72,1,1,33620,3600,0,88,55,10,10,0,0,1,0,0,0,0,30,0,92,92,92,92,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002202,602501,"Suzume's Shadow",72,1,1,33620,0,3158,51,95,10,10,0,0,1,0,0,0,0,30,0,92,92,92,92,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002203,203801,"High Orc",72,1,1,38168,1611,0,66,51,10,10,0,0,1,0,0,0,0,30,0,92,92,92,92,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002204,202700,"Hermit Knight",72,1,1,32735,1736,0,90,76,10,10,0,0,1,0,0,0,0,30,0,92,92,92,92,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002205,202800,"Wandering Crow",72,1,1,29736,1819,0,50,35,10,10,0,0,1,0,0,0,0,30,0,92,92,92,92,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002301,604201,"Chika's Shadow",73,1,1,35721,0,3356,55,101,10,10,0,0,1,0,0,0,0,30,0,93,93,93,93,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002302,605201,"Lima's Shadow",73,1,1,67239,3029,0,132,70,10,10,0,0,1,0,0,0,0,30,0,93,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002303,203801,"High Orc",73,1,1,43112,2131,0,66,51,10,10,0,0,1,0,0,0,0,30,0,93,93,93,93,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002304,202500,"Cave Bat",73,1,1,29990,0,1561,49,70,10,10,0,0,1,0,0,0,0,30,0,93,93,93,93,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002305,201301,"Mad Flower",73,1,1,29499,1391,0,67,58,10,10,0,0,1,0,0,0,0,30,0,93,93,93,93,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002401,604801,"Mifuyu's Shadow",74,1,1,52407,3313,0,105,65,10,10,0,0,1,0,0,0,0,30,0,94,94,94,94,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002402,604001,"Aoi's Shadow",74,1,1,34938,3644,0,97,61,10,10,0,0,1,0,0,0,0,30,0,94,94,94,94,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002403,202900,Poidon,74,1,1,38288,1836,0,61,58,10,10,0,0,1,0,0,0,0,30,0,94,94,94,94,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002404,202400,"Cave Ape",74,1,1,48347,2095,0,79,45,10,10,0,0,1,0,0,0,0,30,0,94,94,94,94,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002405,204300,"Poison Pod",74,1,1,34418,1892,0,49,70,10,10,0,0,1,0,0,0,0,30,0,94,94,94,94,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002501,601701,"Kaori's Shadow",75,1,1,46144,4200,0,107,73,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002502,602101,"Kurumi's Shadow",75,1,1,55373,3850,0,111,68,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002503,202900,Poidon,75,1,1,38288,1856,0,63,60,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002504,203200,Imp,75,1,1,41400,0,1644,50,80,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002505,201400,"Elder Cloud",75,1,1,42732,0,2784,71,50,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002601,603101,"Shinobu's Shadow",75,1,1,52572,3625,0,110,75,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002602,600101,"Hiyori's Shadow",75,1,1,47792,4169,0,110,75,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002603,203801,"High Orc",75,1,1,46408,2181,0,69,54,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002604,203900,"Evil Cannon",75,1,1,31147,1447,0,50,54,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002605,201100,Kobold,75,1,1,36932,2128,0,85,92,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002701,601601,"Suzuna's Shadow",75,1,1,42024,4500,0,110,69,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002702,600301,"Rei's Shadow",75,1,1,59328,4313,0,119,73,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002703,200901,"Twisted Acacia",75,1,1,53442,2395,0,106,95,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002704,203500,"Drill Mole",75,1,1,55331,2176,0,93,69,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002705,203200,Imp,75,1,1,55372,0,2038,80,126,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002801,602701,"Eriko's Shadow",75,1,1,56197,5038,0,123,76,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002802,603401,"Yukari's Shadow",75,1,1,48534,3875,0,118,80,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002803,203300,"Goblin Guard",75,1,1,34118,2004,450,309,70,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002804,202500,"Cave Bat",75,1,1,51308,0,2151,84,116,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002805,205300,"Ice Chick",75,1,1,53280,0,2125,83,106,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002901,604501,"Kuka's Shadow",75,1,1,79104,3600,0,127,107,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002902,605001,"Misaki's Shadow",75,1,1,47463,0,3874,78,127,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002903,203800,Orc,75,1,1,60160,3064,0,108,85,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002904,200901,"Twisted Acacia",75,1,1,56073,2604,0,108,98,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710002905,202800,"Wandering Crow",75,1,1,65719,3161,0,84,61,10,10,0,0,1,0,0,0,0,30,0,95,95,95,95,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003001,302200,"Ikt Galadion",80,1,1,247200,4400,4200,180,180,10,10,0,0,1,0,0,0,0,30,0,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,300000008,0,0
710003002,204800,"Ruins Doll",80,1,1,50920,2100,2100,90,90,10,10,0,0,1,0,0,0,0,30,0,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003003,603201,"Akino's Shadow",80,1,1,91464,5550,0,157,124,10,10,0,0,1,0,0,0,0,30,0,100,100,100,100,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003101,605101,"Mitsuki's Shadow",76,1,1,52530,3825,0,129,88,10,10,0,0,1,0,0,0,0,30,0,96,96,96,96,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003102,600101,"Hiyori's Shadow",76,1,1,52530,4888,0,129,88,10,10,0,0,1,0,0,0,0,30,0,96,96,96,96,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003103,203301,"Jungle Guard",76,1,1,37766,2708,0,400,90,10,10,0,0,1,0,0,0,0,30,0,96,96,96,96,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
710003104,200701,"Cursed Statue",76,1,1,41573,0,2303,123,107,10,10,0,0,1,0,0,0,0,30,0,96,96,96,96,1,0,0,0,0,0,0,0,0,0,0,0,200000001,0,0
