quest_id,area_id,quest_name,wave_group_id_1,bg_skip_id
10002202,10002201,"Little Lyrical Adventures: Hard 1-2",101070504,100571
10002203,10002201,"Little Lyrical Adventures: Hard 1-3",101070902,100791
10002204,10002201,"Little Lyrical Adventures: Hard 1-4",101071207,101151
10002205,10002201,"Little Lyrical Adventures: Hard 1-5",101080107,101151
10003101,10003101,"Event 01: Normal 1-1",101020403,100061
10003102,10003101,"Event 01: Normal 1-2",101010103,100021
10003103,10003101,"Event 01: Normal 1-3",101010203,100061
10003104,10003101,"Event 01: Normal 1-4",101010501,100121
10003105,10003101,"Event 01: Normal 1-5",101010603,100081
10003106,10003101,"Event 01: Normal 1-6",101050802,100071
10003107,10003101,"Event 01: Normal 1-7",101051003,100111
10003108,10003101,"Event 01: Normal 1-8",102040107,100071
10003109,10003101,"Event 01: Normal 1-9",101010102,100051
10003110,10003101,"Event 01: Normal 1-10",101020305,100051
10003111,10003101,"Event 01: Normal 1-11",101010104,100031
10003112,10003101,"Event 01: Normal 1-12",101040807,100151
10003113,10003101,"Event 01: Normal 1-13",101080205,100011
10003114,10003101,"Event 01: Normal 1-14",101020103,100011
10003115,10003101,"Event 01: Normal 1-15",101041102,100011
10003201,10003201,"Event 01: Hard 1-1",101050306,100791
10003202,10003201,"Event 01: Hard 1-2",101070504,100771
10003203,10003201,"Event 01: Hard 1-3",101070902,100751
10003204,10003201,"Event 01: Hard 1-4",101071207,100361
10003205,10003201,"Event 01: Hard 1-5",101080107,100361
10004101,10004101,"Event 01: Normal 1-1",101020403,100201
10004102,10004101,"Event 01: Normal 1-2",101010103,100201
10004103,10004101,"Event 01: Normal 1-3",101010203,100201
10004104,10004101,"Event 01: Normal 1-4",101010501,100201
10004105,10004101,"Event 01: Normal 1-5",101010603,100201
10004106,10004101,"Event 01: Normal 1-6",101050802,100051
10004107,10004101,"Event 01: Normal 1-7",101051003,100051
10004108,10004101,"Event 01: Normal 1-8",102040107,100051
10004109,10004101,"Event 01: Normal 1-9",101010102,100581
10004110,10004101,"Event 01: Normal 1-10",101020305,100581
10004111,10004101,"Event 01: Normal 1-11",101010104,100011
10004112,10004101,"Event 01: Normal 1-12",101040807,100031
10004113,10004101,"Event 01: Normal 1-13",101080205,100201
10004114,10004101,"Event 01: Normal 1-14",101020103,100031
10004115,10004101,"Event 01: Normal 1-15",101041102,100201
10004201,10004201,"Event 01: Hard 1-1",101050306,100931
10004202,10004201,"Event 01: Hard 1-2",101070504,100471
10004203,10004201,"Event 01: Hard 1-3",101070902,100361
10004204,10004201,"Event 01: Hard 1-4",101071207,100471
10004205,10004201,"Event 01: Hard 1-5",101080107,100891
10005101,10005101,"Event 01: Normal 1-1",101020403,100201
10005102,10005101,"Event 01: Normal 1-2",101010103,100091
10005103,10005101,"Event 01: Normal 1-3",101010203,100091
10005104,10005101,"Event 01: Normal 1-4",101010501,100201
10005105,10005101,"Event 01: Normal 1-5",101010603,100011
10005106,10005101,"Event 01: Normal 1-6",101050802,100021
10005107,10005101,"Event 01: Normal 1-7",101051003,100031
10005108,10005101,"Event 01: Normal 1-8",102040107,100021
10005109,10005101,"Event 01: Normal 1-9",101010102,100031
10005110,10005101,"Event 01: Normal 1-10",101020305,100021
10005111,10005101,"Event 01: Normal 1-11",101010104,100031
10005112,10005101,"Event 01: Normal 1-12",101040807,100051
10005113,10005101,"Event 01: Normal 1-13",101080205,100051
10005114,10005101,"Event 01: Normal 1-14",101020103,100171
10005115,10005101,"Event 01: Normal 1-15",101041102,100171
10005201,10005201,"Event 01: Hard 1-1",101050306,100891
10005202,10005201,"Event 01: Hard 1-2",101070504,100891
10005203,10005201,"Event 01: Hard 1-3",101070902,100691
10005204,10005201,"Event 01: Hard 1-4",101071207,100931
10005205,10005201,"Event 01: Hard 1-5",101080107,100571
10006101,10006101,"Event 01: Normal 1-1",101020403,101241
10006102,10006101,"Event 01: Normal 1-2",101010103,101241
10006103,10006101,"Event 01: Normal 1-3",101010203,101241
10006104,10006101,"Event 01: Normal 1-4",101010501,101241
10006105,10006101,"Event 01: Normal 1-5",101010603,101241
10006106,10006101,"Event 01: Normal 1-6",101050802,101241
10006107,10006101,"Event 01: Normal 1-7",101051003,101241
10006108,10006101,"Event 01: Normal 1-8",102040107,101241
10006109,10006101,"Event 01: Normal 1-9",101010102,101241
10006110,10006101,"Event 01: Normal 1-10",101020305,101241
10006111,10006101,"Event 01: Normal 1-11",101010104,101241
10006112,10006101,"Event 01: Normal 1-12",101040807,101241
10006113,10006101,"Event 01: Normal 1-13",101080205,101241
10006114,10006101,"Event 01: Normal 1-14",101020103,101241
10006115,10006101,"Event 01: Normal 1-15",101041102,101241
10006201,10006201,"Event 01: Hard 1-1",101050306,101251
10006202,10006201,"Event 01: Hard 1-2",101070504,101251
10006203,10006201,"Event 01: Hard 1-3",101070902,101251
10006204,10006201,"Event 01: Hard 1-4",101071207,101251
10006205,10006201,"Event 01: Hard 1-5",101080107,101251
10007101,10007101,"Event 01: Normal 1-1",101020403,101271
10007102,10007101,"Event 01: Normal 1-2",101010103,101271
10007103,10007101,"Event 01: Normal 1-3",101010203,101271
10007104,10007101,"Event 01: Normal 1-4",101010501,101271
10007105,10007101,"Event 01: Normal 1-5",101010603,101271
10007106,10007101,"Event 01: Normal 1-6",101050802,101271
10007107,10007101,"Event 01: Normal 1-7",101051003,101261
10007108,10007101,"Event 01: Normal 1-8",102040107,101261
10007109,10007101,"Event 01: Normal 1-9",101010102,101261
10007110,10007101,"Event 01: Normal 1-10",101020305,101261
10007111,10007101,"Event 01: Normal 1-11",101010104,101261
10007112,10007101,"Event 01: Normal 1-12",101040807,101261
10007113,10007101,"Event 01: Normal 1-13",101080205,101271
10007114,10007101,"Event 01: Normal 1-14",101020103,101271
10007115,10007101,"Event 01: Normal 1-15",101041102,101271
10007201,10007201,"Event 01: Hard 1-1",101050306,101281
10007202,10007201,"Event 01: Hard 1-2",101070504,101281
10007203,10007201,"Event 01: Hard 1-3",101070902,101281
10007204,10007201,"Event 01: Hard 1-4",101071207,101281
10007205,10007201,"Event 01: Hard 1-5",101080107,101281
10008101,10008101,"Event 01: Normal 1-1",101020403,100071
10008102,10008101,"Event 01: Normal 1-2",101010103,100011
10008103,10008101,"Event 01: Normal 1-3",101010203,100241
10008104,10008101,"Event 01: Normal 1-4",101010501,100051
10008105,10008101,"Event 01: Normal 1-5",101010603,101241
10008106,10008101,"Event 01: Normal 1-6",101050802,100071
10008107,10008101,"Event 01: Normal 1-7",101051003,100121
10008108,10008101,"Event 01: Normal 1-8",102040107,100121
10008109,10008101,"Event 01: Normal 1-9",101010102,100151
10008110,10008101,"Event 01: Normal 1-10",101020305,100051
10008111,10008101,"Event 01: Normal 1-11",101010104,100051
10008112,10008101,"Event 01: Normal 1-12",101040807,100171
10008113,10008101,"Event 01: Normal 1-13",101080205,100011
10008114,10008101,"Event 01: Normal 1-14",101020103,100011
10008115,10008101,"Event 01: Normal 1-15",101041102,100041
10008201,10008201,"Event 01: Hard 1-1",101050306,100911
10008202,10008201,"Event 01: Hard 1-2",101070504,100751
10008203,10008201,"Event 01: Hard 1-3",101070902,100931
10008204,10008201,"Event 01: Hard 1-4",101071207,100791
10008205,10008201,"Event 01: Hard 1-5",101080107,100931
10009101,10009101,"Event 01: Normal 1-1",101020403,101241
10009102,10009101,"Event 01: Normal 1-2",101010103,101241
10009103,10009101,"Event 01: Normal 1-3",101010203,101241
10009104,10009101,"Event 01: Normal 1-4",101010501,101241
10009105,10009101,"Event 01: Normal 1-5",101010603,101241
10009106,10009101,"Event 01: Normal 1-6",101050802,101241
10009107,10009101,"Event 01: Normal 1-7",101051003,101241
10009108,10009101,"Event 01: Normal 1-8",102040107,101241
10009109,10009101,"Event 01: Normal 1-9",101010102,101241
10009110,10009101,"Event 01: Normal 1-10",101020305,101241
10009111,10009101,"Event 01: Normal 1-11",101010104,101241
10009112,10009101,"Event 01: Normal 1-12",101040807,101241
10009113,10009101,"Event 01: Normal 1-13",101080205,101241
10009114,10009101,"Event 01: Normal 1-14",101020103,101241
10009115,10009101,"Event 01: Normal 1-15",101041102,101241
10009201,10009201,"Event 01: Hard 1-1",101050306,101251
10009202,10009201,"Event 01: Hard 1-2",101070504,101251
10009203,10009201,"Event 01: Hard 1-3",101070902,101251
10009204,10009201,"Event 01: Hard 1-4",101071207,101251
10009205,10009201,"Event 01: Hard 1-5",101080107,101251
10010101,10010101,"Event 01: Normal 1-1",101020403,101471
10010102,10010101,"Event 01: Normal 1-2",101010103,101471
10010103,10010101,"Event 01: Normal 1-3",101010203,101471
10010104,10010101,"Event 01: Normal 1-4",101010501,101471
10010105,10010101,"Event 01: Normal 1-5",101010603,101471
10010106,10010101,"Event 01: Normal 1-6",101050802,101471
10010107,10010101,"Event 01: Normal 1-7",101051003,101471
10010108,10010101,"Event 01: Normal 1-8",102040107,101471
10010109,10010101,"Event 01: Normal 1-9",101010102,101471
10010110,10010101,"Event 01: Normal 1-10",101020305,101471
10010111,10010101,"Event 01: Normal 1-11",101010104,101471
10010112,10010101,"Event 01: Normal 1-12",101040807,101471
10010113,10010101,"Event 01: Normal 1-13",101080205,101471
10010114,10010101,"Event 01: Normal 1-14",101020103,101471
10010115,10010101,"Event 01: Normal 1-15",101041102,101471
10010201,10010201,"Event 01: Hard 1-1",101050306,101481
10010202,10010201,"Event 01: Hard 1-2",101070504,101481
10010203,10010201,"Event 01: Hard 1-3",101070902,101481
10010204,10010201,"Event 01: Hard 1-4",101071207,101481
10010205,10010201,"Event 01: Hard 1-5",101080107,101481
10011101,10011101,"Event 01: Normal 1-1",101020403,101241
10011102,10011101,"Event 01: Normal 1-2",101010103,101241
10011103,10011101,"Event 01: Normal 1-3",101010203,101241
10011104,10011101,"Event 01: Normal 1-4",101010501,101241
10011105,10011101,"Event 01: Normal 1-5",101010603,101241
10011106,10011101,"Event 01: Normal 1-6",101050802,101541
10011107,10011101,"Event 01: Normal 1-7",101051003,101541
10011108,10011101,"Event 01: Normal 1-8",102040107,101541
10011109,10011101,"Event 01: Normal 1-9",101010102,101541
10011110,10011101,"Event 01: Normal 1-10",101020305,101541
10011111,10011101,"Event 01: Normal 1-11",101010104,101541
10011112,10011101,"Event 01: Normal 1-12",101040807,101541
10011113,10011101,"Event 01: Normal 1-13",101080205,101541
10011114,10011101,"Event 01: Normal 1-14",101020103,101541
10011115,10011101,"Event 01: Normal 1-15",101041102,101541
10011201,10011201,"Event 01: Hard 1-1",101050306,101551
10011202,10011201,"Event 01: Hard 1-2",101070504,101551
10011203,10011201,"Event 01: Hard 1-3",101070902,101551
10011204,10011201,"Event 01: Hard 1-4",101071207,101551
10011205,10011201,"Event 01: Hard 1-5",101080107,101551
10012101,10012101,"Event 01: Normal 1-1",101020403,101581
10012102,10012101,"Event 01: Normal 1-2",101010103,101581
10012103,10012101,"Event 01: Normal 1-3",101010203,101581
10012104,10012101,"Event 01: Normal 1-4",101010501,101581
10012105,10012101,"Event 01: Normal 1-5",101010603,101581
10012106,10012101,"Event 01: Normal 1-6",101050802,101581
10012107,10012101,"Event 01: Normal 1-7",101051003,101581
10012108,10012101,"Event 01: Normal 1-8",102040107,101581
10012109,10012101,"Event 01: Normal 1-9",101010102,101581
10012110,10012101,"Event 01: Normal 1-10",101020305,101581
10012111,10012101,"Event 01: Normal 1-11",101010104,101581
10012112,10012101,"Event 01: Normal 1-12",101040807,101581
10012113,10012101,"Event 01: Normal 1-13",101080205,101581
10012114,10012101,"Event 01: Normal 1-14",101020103,101581
10012115,10012101,"Event 01: Normal 1-15",101041102,101581
10012201,10012201,"Event 01: Hard 1-1",101050306,101591
10012202,10012201,"Event 01: Hard 1-2",101070504,101591
10012203,10012201,"Event 01: Hard 1-3",101070902,101591
10012204,10012201,"Event 01: Hard 1-4",101071207,101591
10012205,10012201,"Event 01: Hard 1-5",101080107,101591
10013101,10013101,"Event 01: Normal 1-1",101020403,100071
10013102,10013101,"Event 01: Normal 1-2",101010103,100021
10013103,10013101,"Event 01: Normal 1-3",101010203,100071
10013104,10013101,"Event 01: Normal 1-4",101010501,100071
10013105,10013101,"Event 01: Normal 1-5",101010603,100091
10013106,10013101,"Event 01: Normal 1-6",101050802,100091
10013107,10013101,"Event 01: Normal 1-7",101051003,100091
10013108,10013101,"Event 01: Normal 1-8",102040107,100091
10013109,10013101,"Event 01: Normal 1-9",101010102,100091
10013110,10013101,"Event 01: Normal 1-10",101020305,100091
10013111,10013101,"Event 01: Normal 1-11",101010104,100091
10013112,10013101,"Event 01: Normal 1-12",101040807,101651
10013113,10013101,"Event 01: Normal 1-13",101080205,101651
10013114,10013101,"Event 01: Normal 1-14",101020103,101651
10013115,10013101,"Event 01: Normal 1-15",101041102,101651
10013201,10013201,"Event 01: Hard 1-1",101050306,101661
10013202,10013201,"Event 01: Hard 1-2",101070504,101661
10013203,10013201,"Event 01: Hard 1-3",101070902,101661
10013204,10013201,"Event 01: Hard 1-4",101071207,101661
10013205,10013201,"Event 01: Hard 1-5",101080107,101661
10014101,10014101,"Event 01: Normal 1-1",101020403,100011
10014102,10014101,"Event 01: Normal 1-2",101010103,100011
10014103,10014101,"Event 01: Normal 1-3",101010203,100091
10014104,10014101,"Event 01: Normal 1-4",101010501,100041
10014105,10014101,"Event 01: Normal 1-5",101010603,100091
10014106,10014101,"Event 01: Normal 1-6",101050802,100061
10014107,10014101,"Event 01: Normal 1-7",101051003,100021
10014108,10014101,"Event 01: Normal 1-8",102040107,100041
10014109,10014101,"Event 01: Normal 1-9",101010102,100011
10014110,10014101,"Event 01: Normal 1-10",101020305,100091
10014111,10014101,"Event 01: Normal 1-11",101010104,100101
10014112,10014101,"Event 01: Normal 1-12",101040807,100061
10014113,10014101,"Event 01: Normal 1-13",101080205,100041
10014114,10014101,"Event 01: Normal 1-14",101020103,100091
10014115,10014101,"Event 01: Normal 1-15",101041102,100091
10014201,10014201,"Event 01: Hard 1-1",101050306,100361
10014202,10014201,"Event 01: Hard 1-2",101070504,100771
10014203,10014201,"Event 01: Hard 1-3",101070902,100451
10014204,10014201,"Event 01: Hard 1-4",101071207,100731
10014205,10014201,"Event 01: Hard 1-5",101080107,100381
10015101,10015101,"Event 01: Normal 1-1",101020403,101701
10015102,10015101,"Event 01: Normal 1-2",101010103,101701
10015103,10015101,"Event 01: Normal 1-3",101010203,101701
10015104,10015101,"Event 01: Normal 1-4",101010501,101701
10015105,10015101,"Event 01: Normal 1-5",101010603,101701
10015106,10015101,"Event 01: Normal 1-6",101050802,101701
10015107,10015101,"Event 01: Normal 1-7",101051003,101701
10015108,10015101,"Event 01: Normal 1-8",102040107,101701
10015109,10015101,"Event 01: Normal 1-9",101010102,101701
10015110,10015101,"Event 01: Normal 1-10",101020305,101701
10015111,10015101,"Event 01: Normal 1-11",101010104,101701
10015112,10015101,"Event 01: Normal 1-12",101040807,101701
10015113,10015101,"Event 01: Normal 1-13",101080205,101701
10015114,10015101,"Event 01: Normal 1-14",101020103,101701
10015115,10015101,"Event 01: Normal 1-15",101041102,101701
10015201,10015201,"Event 01: Hard 1-1",101050306,101711
10015202,10015201,"Event 01: Hard 1-2",101070504,101711
10015203,10015201,"Event 01: Hard 1-3",101070902,101711
10015204,10015201,"Event 01: Hard 1-4",101071207,101711
10015205,10015201,"Event 01: Hard 1-5",101080107,101711
10016101,10016101,"Event 01: Normal 1-1",101020403,100061
10016102,10016101,"Event 01: Normal 1-2",101010103,100011
10016103,10016101,"Event 01: Normal 1-3",101010203,100061
10016104,10016101,"Event 01: Normal 1-4",101010501,100011
10016105,10016101,"Event 01: Normal 1-5",101010603,100041
10016106,10016101,"Event 01: Normal 1-6",101050802,100021
10016107,10016101,"Event 01: Normal 1-7",101051003,100201
10016108,10016101,"Event 01: Normal 1-8",102040107,100201
10016109,10016101,"Event 01: Normal 1-9",101010102,100201
10016110,10016101,"Event 01: Normal 1-10",101020305,100061
10016111,10016101,"Event 01: Normal 1-11",101010104,100171
10016112,10016101,"Event 01: Normal 1-12",101040807,100151
10016113,10016101,"Event 01: Normal 1-13",101080205,101141
10016114,10016101,"Event 01: Normal 1-14",101020103,101141
10016115,10016101,"Event 01: Normal 1-15",101041102,101141
10016201,10016201,"Event 01: Hard 1-1",101050306,100471
10016202,10016201,"Event 01: Hard 1-2",101070504,100571
10016203,10016201,"Event 01: Hard 1-3",101070902,100791
10016204,10016201,"Event 01: Hard 1-4",101071207,101151
10016205,10016201,"Event 01: Hard 1-5",101080107,101151
10017101,10017101,"Event 01: Normal 1-1",101020403,100071
10017102,10017101,"Event 01: Normal 1-2",101010103,100011
10017103,10017101,"Event 01: Normal 1-3",101010203,100061
10017104,10017101,"Event 01: Normal 1-4",101010501,100071
10017105,10017101,"Event 01: Normal 1-5",101010603,100031
10017106,10017101,"Event 01: Normal 1-6",101050802,100031
10017107,10017101,"Event 01: Normal 1-7",101051003,100031
10017108,10017101,"Event 01: Normal 1-8",102040107,100031
10017109,10017101,"Event 01: Normal 1-9",101010102,100031
10017110,10017101,"Event 01: Normal 1-10",101020305,100031
10017111,10017101,"Event 01: Normal 1-11",101010104,101731
10017112,10017101,"Event 01: Normal 1-12",101040807,101731
10017113,10017101,"Event 01: Normal 1-13",101080205,101731
10017114,10017101,"Event 01: Normal 1-14",101020103,101731
10017115,10017101,"Event 01: Normal 1-15",101041102,101731
10017201,10017201,"Event 01: Hard 1-1",101050306,101741
10017202,10017201,"Event 01: Hard 1-2",101070504,101741
10017203,10017201,"Event 01: Hard 1-3",101070902,101741
10017204,10017201,"Event 01: Hard 1-4",101071207,101741
10017205,10017201,"Event 01: Hard 1-5",101080107,101741
10018101,10018101,"Event 01: Normal 1-1",101020403,100061
10018102,10018101,"Event 01: Normal 1-2",101010103,100021
10018103,10018101,"Event 01: Normal 1-3",101010203,100061
10018104,10018101,"Event 01: Normal 1-4",101010501,100121
10018105,10018101,"Event 01: Normal 1-5",101010603,100081
10018106,10018101,"Event 01: Normal 1-6",101050802,100071
10018107,10018101,"Event 01: Normal 1-7",101051003,100111
10018108,10018101,"Event 01: Normal 1-8",102040107,100071
10018109,10018101,"Event 01: Normal 1-9",101010102,100051
10018110,10018101,"Event 01: Normal 1-10",101020305,100051
10018111,10018101,"Event 01: Normal 1-11",101010104,100031
10018112,10018101,"Event 01: Normal 1-12",101040807,100151
10018113,10018101,"Event 01: Normal 1-13",101080205,100011
10018114,10018101,"Event 01: Normal 1-14",101020103,100011
10018115,10018101,"Event 01: Normal 1-15",101041102,100011
10018201,10018201,"Event 01: Hard 1-1",101050306,100791
10018202,10018201,"Event 01: Hard 1-2",101070504,100771
10018203,10018201,"Event 01: Hard 1-3",101070902,100751
10018204,10018201,"Event 01: Hard 1-4",101071207,100361
10018205,10018201,"Event 01: Hard 1-5",101080107,100361
10019101,10019101,"Event 01: Normal 1-1",101020403,101851
10019102,10019101,"Event 01: Normal 1-2",101010103,101851
10019103,10019101,"Event 01: Normal 1-3",101010203,101851
10019104,10019101,"Event 01: Normal 1-4",101010501,101851
10019105,10019101,"Event 01: Normal 1-5",101010603,101851
10019106,10019101,"Event 01: Normal 1-6",101050802,101851
10019107,10019101,"Event 01: Normal 1-7",101051003,101851
10019108,10019101,"Event 01: Normal 1-8",102040107,101851
10019109,10019101,"Event 01: Normal 1-9",101010102,101851
10019110,10019101,"Event 01: Normal 1-10",101020305,101851
10019111,10019101,"Event 01: Normal 1-11",101010104,101851
10019112,10019101,"Event 01: Normal 1-12",101040807,101851
10019113,10019101,"Event 01: Normal 1-13",101080205,101851
10019114,10019101,"Event 01: Normal 1-14",101020103,101851
10019115,10019101,"Event 01: Normal 1-15",101041102,101851
10019201,10019201,"Event 01: Hard 1-1",101050306,101861
10019202,10019201,"Event 01: Hard 1-2",101070504,101861
10019203,10019201,"Event 01: Hard 1-3",101070902,101861
10019204,10019201,"Event 01: Hard 1-4",101071207,101861
10019205,10019201,"Event 01: Hard 1-5",101080107,101861
11001001,11001,"Juno Plains 1-1 (NORMAL)",101010101,100021
11001002,11001,"Juno Plains 1-2 (NORMAL)",101010101,100061
11001003,11001,"Juno Plains 1-3 (NORMAL)",101010101,100061
11001004,11001,"Juno Plains 1-4 (NORMAL)",101010101,100111
11001005,11001,"Juno Plains 1-5 (NORMAL)",101010101,100071
11001006,11001,"Juno Plains 1-6 (NORMAL)",101010101,100111
11001007,11001,"Juno Plains 1-7 (NORMAL)",101010101,100111
11001008,11001,"Juno Plains 1-8 (NORMAL)",101010101,100071
11001009,11001,"Juno Plains 1-9 (NORMAL)",101010101,100011
11001010,11001,"Juno Plains 1-10 (NORMAL)",101010101,100351
11002001,11002,"Pallas Peaks 2-1 (NORMAL)",101020305,100031
11002002,11002,"Pallas Peaks 2-2 (NORMAL)",101020305,100031
11002003,11002,"Pallas Peaks 2-3 (NORMAL)",101020305,100031
11002004,11002,"Pallas Peaks 2-4 (NORMAL)",101020305,100091
11002005,11002,"Pallas Peaks 2-5 (NORMAL)",101020305,100091
11002006,11002,"Pallas Peaks 2-6 (NORMAL)",101020305,100091
11002007,11002,"Pallas Peaks 2-7 (NORMAL)",101020305,100091
11002008,11002,"Pallas Peaks 2-8 (NORMAL)",101020305,100031
11002009,11002,"Pallas Peaks 2-9 (NORMAL)",101020305,100101
11002010,11002,"Pallas Peaks 2-10 (NORMAL)",101020305,100041
11002011,11002,"Pallas Peaks 2-11 (NORMAL)",101020305,100041
11002012,11002,"Pallas Peaks 2-12 (NORMAL)",101020305,100371
11003001,11003,"Hebe Hill 3-1 (NORMAL)",101030402,100151
11003002,11003,"Hebe Hill 3-2 (NORMAL)",101030402,100061
11003003,11003,"Hebe Hill 3-3 (NORMAL)",101030402,100061
11003004,11003,"Hebe Hill 3-4 (NORMAL)",101030402,100111
11003005,11003,"Hebe Hill 3-5 (NORMAL)",101030402,100111
11003006,11003,"Hebe Hill 3-6 (NORMAL)",101030402,100241
11003007,11003,"Hebe Hill 3-7 (NORMAL)",101030402,100241
11003008,11003,"Hebe Hill 3-8 (NORMAL)",101030402,100031
11003009,11003,"Hebe Hill 3-9 (NORMAL)",101030402,100031
11003010,11003,"Hebe Hill 3-10 (NORMAL)",101030402,100021
11003011,11003,"Hebe Hill 3-11 (NORMAL)",101030402,100391
11003012,11003,"Hebe Hill 3-12 (NORMAL)",101030402,100391
11004001,11004,"Vesta Valley 4-1 (NORMAL)",101040402,100581
11004002,11004,"Vesta Valley 4-2 (NORMAL)",101040402,100581
11004003,11004,"Vesta Valley 4-3 (NORMAL)",101040402,100581
11004004,11004,"Vesta Valley 4-4 (NORMAL)",101040402,100581
11004005,11004,"Vesta Valley 4-5 (NORMAL)",101040402,100201
11004006,11004,"Vesta Valley 4-6 (NORMAL)",101040402,100201
11004007,11004,"Vesta Valley 4-7 (NORMAL)",101040402,100101
11004008,11004,"Vesta Valley 4-8 (NORMAL)",101040402,100101
11004009,11004,"Vesta Valley 4-9 (NORMAL)",101040402,100581
11004010,11004,"Vesta Valley 4-10 (NORMAL)",101040402,100071
11004011,11004,"Vesta Valley 4-11 (NORMAL)",101040402,100071
11004012,11004,"Vesta Valley 4-12 (NORMAL)",101040402,100201
11004013,11004,"Vesta Valley 4-13 (NORMAL)",101040402,100461
11005001,11005,"Ceres Forest 5-1 (NORMAL)",101050701,100111
11005002,11005,"Ceres Forest 5-2 (NORMAL)",101050701,100111
11005003,11005,"Ceres Forest 5-3 (NORMAL)",101050701,100111
11005004,11005,"Ceres Forest 5-4 (NORMAL)",101050701,100011
11005005,11005,"Ceres Forest 5-5 (NORMAL)",101050701,100011
11005006,11005,"Ceres Forest 5-6 (NORMAL)",101050701,100031
11005007,11005,"Ceres Forest 5-7 (NORMAL)",101050701,100011
11005008,11005,"Ceres Forest 5-8 (NORMAL)",101050701,100011
11005009,11005,"Ceres Forest 5-9 (NORMAL)",101050701,100011
11005010,11005,"Ceres Forest 5-10 (NORMAL)",101050701,100121
11005011,11005,"Ceres Forest 5-11 (NORMAL)",101050701,100121
11005012,11005,"Ceres Forest 5-12 (NORMAL)",101050701,100121
11005013,11005,"Ceres Forest 5-13 (NORMAL)",101050701,100921
11006001,11006,"Flora Lake 6-1 (NORMAL)",101060305,100161
11006002,11006,"Flora Lake 6-2 (NORMAL)",101060305,100161
11006003,11006,"Flora Lake 6-3 (NORMAL)",101060305,100121
11006004,11006,"Flora Lake 6-4 (NORMAL)",101060305,100081
11006005,11006,"Flora Lake 6-5 (NORMAL)",101060305,100081
11006006,11006,"Flora Lake 6-6 (NORMAL)",101060305,100161
11006007,11006,"Flora Lake 6-7 (NORMAL)",101060305,100111
11006008,11006,"Flora Lake 6-8 (NORMAL)",101060305,100111
11006009,11006,"Flora Lake 6-9 (NORMAL)",101060305,100031
11006010,11006,"Flora Lake 6-10 (NORMAL)",101060305,100031
11006011,11006,"Flora Lake 6-11 (NORMAL)",101060305,100031
11006012,11006,"Flora Lake 6-12 (NORMAL)",101060305,100041
11006013,11006,"Flora Lake 6-13 (NORMAL)",101060305,100041
11006014,11006,"Flora Lake 6-14 (NORMAL)",101060305,100701
11007001,11007,"Metis Falls 7-1 (NORMAL)",101070504,100031
11007002,11007,"Metis Falls 7-2 (NORMAL)",101070504,100031
11007003,11007,"Metis Falls 7-3 (NORMAL)",101070504,100091
11007004,11007,"Metis Falls 7-4 (NORMAL)",101070504,100091
11007005,11007,"Metis Falls 7-5 (NORMAL)",101070504,100171
