story_group_id,story_type,value,title,thumbnail_id,disp_order,start_time,end_time,order,condition_free_flag
1056,1,1056,Ruka,0,71,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1057,1,1057,Djeeta,0,28,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1058,1,1058,Pecorine,0,46,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1059,1,1059,Kokkoro,0,26,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1060,1,1060,Karyl,0,17,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1061,1,1061,Muimi,0,59,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1063,1,1063,Arisa,0,6,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1065,1,1065,Kaya,0,16,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1070,1,1070,Neneka,0,42,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1071,1,1071,Christina,0,21,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1075,1,1075,"Pecorine (Summer)",0,61,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1076,1,1076,"Kokkoro (Summer)",0,62,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1077,1,1077,"Suzume (Summer)",0,63,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1078,1,1078,"Karyl (Summer)",0,64,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1079,1,1079,"Tamaki (Summer)",0,66,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1080,1,1080,"Mifuyu (Summer)",0,65,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1081,1,1081,"Shinobu (Halloween)",0,67,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1082,1,1082,"Miyako (Halloween)",0,68,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1083,1,1083,"Misaki (Halloween)",0,69,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1084,1,1084,"Chika (Holiday)",0,70,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1085,1,1085,"Kurumi (Holiday)",0,71,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1086,1,1086,"Ayane (Holiday)",0,72,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1087,1,1087,"Hiyori (New Year)",0,73,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1088,1,1088,"Yui (New Year)",0,74,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1089,1,1089,"Rei (New Year)",0,75,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1090,1,1090,"Eriko (Valentine)",0,76,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1091,1,1091,"Shizuru (Valentine)",0,77,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1092,1,1092,Anne,0,78,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1093,1,1093,Lou,0,79,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1094,1,1094,Grea,0,23,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1095,1,1095,"Kuka (Oedo)",0,20,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1096,1,1096,"Ninon (Oedo)",0,41,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1097,1,1097,Rem,0,83,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1098,1,1098,Ram,0,84,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1099,1,1099,Emilia,0,85,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1100,1,1100,"Suzuna (Summer)",0,86,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1101,1,1101,"Io (Summer)",0,87,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1103,1,1103,"Saren (Summer)",0,88,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1104,1,1104,"Makoto (Summer)",0,89,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1105,1,1105,"Kaori (Summer)",0,90,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1106,1,1106,"Maho (Summer)",0,91,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1107,1,1107,"Aoi (Student)",0,92,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1108,1,1108,Chloe,0,24,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1110,1,1110,Yuni,0,67,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1111,1,1111,"Kyoka (Halloween)",0,93,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1112,1,1112,"Misogi (Halloween)",0,94,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1113,1,1113,"Mimi (Halloween)",0,57,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1114,1,1114,Luna,0,72,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1115,1,1115,"Christina (Holiday)",0,1029,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1116,1,1116,"Nozomi (Holiday)",0,1030,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1117,1,1117,"Illya (Holiday)",0,12,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1119,1,1119,"Kokkoro (New Year)",0,1033,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1120,1,1120,"Karyl (New Year)",0,1031,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1121,1,1121,"Suzume (New Year)",0,1032,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1122,1,1122,"Kasumi (Magical)",0,16,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1123,1,1123,"Shiori (Magical)",0,1034,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1124,1,1124,"Uzuki (IM@S CG)",0,1035,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1125,1,1125,"Rin (IM@S CG)",0,1037,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1126,1,1126,"Mio (IM@S CG)",0,1036,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1804,1,1804,"Pecorine (Princess)",0,49,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
1900,1,1900,Ameth,0,90,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
2000,2,0,"Prologue_First Connections",2000002,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
2001,2,0,"Chapter 1_A Mysterious Girl",2001005,2,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1
2002,2,0,"Chapter 2_Regina Geas",2002005,3,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1
2003,2,0,"Chapter 3_Lurking Shadows",2003005,4,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1
2004,2,0,"Chapter 4_Pastures in Peril",2004005,5,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1
2005,2,0,"Chapter 5_The Seven Crowns",2005006,6,"2021/02/17 23:00:00","2030/12/17 14:59:59",0,1
2006,2,0,"Chapter 6_Forgotten Princess",2006013,7,"2021/04/11 13:00:00","2030/12/17 14:59:59",0,1
2007,2,0,"Chapter 7_Calamity Foretold",2007012,8,"2021/06/12 13:00:00","2030/12/17 14:59:59",0,1
2008,2,0,"Chapter 8_Friends or Foes?",2008015,9,"2021/08/09 13:00:00","2030/12/17 14:59:59",0,1
2009,2,0,"Chapter 9_Crisis at the Concert",2009099,10,"2021/10/12 13:00:00","2030/12/17 14:59:59",0,1
2010,2,0,"Chapter 10_Saving Pecorine",2010006,11,"2021/12/06 13:00:00","2030/12/17 14:59:59",0,1
2011,2,0,"Chapter 11_The Ironclad Guardian",2011008,12,"2022/02/01 13:00:00","2030/12/17 14:59:59",0,1
2012,2,0,"Chapter 12_Beneath the Mask",2012014,13,"2022/03/24 13:00:00","2030/12/17 14:59:59",0,1
2013,2,0,"Chapter 13_The Battle of Landosol",2013015,14,"2022/04/19 13:00:00","2030/12/17 14:59:59",0,1
2014,2,0,"Chapter 14_Kaiser's Downfall",2014008,15,"2022/09/08 13:00:00","2030/12/17 14:59:59",0,1
2015,2,0,"Chapter 15_Re: Connect",2015009,16,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,1
2101,2,0,"Part 2, Chapter 1_Adventure Once More",2101014,17,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3001,3,1,"Gourmet Guild",0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3002,3,2,"Nightmare, Defenders of the Throne",0,8,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3003,3,3,"Sarendia Orphanage",0,9,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3004,3,4,Caon,0,10,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3005,3,5,"Elizabeth Park",0,11,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3006,3,6,Labyrinth,0,3,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3007,3,7,"Twinkle Wish",0,2,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3008,3,8,"Mercurius Foundation",0,12,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3009,3,9,Forestier,0,6,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3010,3,10,Carmina,0,4,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3011,3,11,"Twilight Caravan",0,13,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3012,3,12,"Weissflügel (Landosol Branch)",0,15,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3013,3,13,"Little Lyrical",0,5,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3014,3,14,Diabolos,0,7,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3015,3,15,"Lucent Academy",0,14,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3016,3,16,"St. Theresa's Academy (Friendship Club)",0,16,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
3017,3,17,"Dragons' Nest",0,17,"2015/04/01 15:00:00","2030/12/17 14:59:59",0,0
4001,4,0,Guildhouse,0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",5,0
4002,4,0,Arena,0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",4,0
4003,4,0,Dungeon,0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",3,0
4004,4,5,Event,0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",1,0
4005,4,0,"Tower of Luna",0,1,"2021/09/10 13:00:00","2030/12/17 14:59:59",2,0
4006,4,0,"Attack of the Robo Lima!",0,1,"2015/04/01 15:00:00","2030/12/17 14:59:59",6,0
9001,9,0,"Final Battle of Landosol",2015006,0,"2015/04/01 15:00:00","2030/12/17 14:59:59",6,0
